Year,Site,Growth
1332,EnergyLimited,0.841008017
1332,WaterLimited,0.915824774
1333,EnergyLimited,1.058819888
1333,WaterLimited,1.091558788
1334,EnergyLimited,0.753681941
1334,WaterLimited,1.013576486
1335,EnergyLimited,0.87333429
1335,WaterLimited,0.841825289
1336,EnergyLimited,0.302998912
1336,WaterLimited,0.75409409
1337,EnergyLimited,0.7102859
1337,WaterLimited,1.243201003
1338,EnergyLimited,0.50415875
1338,WaterLimited,0.558094302
1339,EnergyLimited,0.553319866
1339,WaterLimited,0.929034163
1340,EnergyLimited,0.565579211
1340,WaterLimited,0.961843606
1341,EnergyLimited,0.657980576
1341,WaterLimited,1.192355087
1342,EnergyLimited,0.555626572
1342,WaterLimited,1.168600459
1343,EnergyLimited,0.712067298
1343,WaterLimited,1.202409378
1344,EnergyLimited,0.658033807
1344,WaterLimited,1.244640334
1345,EnergyLimited,0.718926538
1345,WaterLimited,1.320496255
1346,EnergyLimited,0.800190112
1346,WaterLimited,1.352111751
1347,EnergyLimited,0.671628577
1347,WaterLimited,1.222111742
1348,EnergyLimited,0.665576872
1348,WaterLimited,1.184078479
1349,EnergyLimited,0.646431053
1349,WaterLimited,0.999527823
1350,EnergyLimited,0.649027095
1350,WaterLimited,1.17505911
1351,EnergyLimited,0.653646605
1351,WaterLimited,0.551345897
1352,EnergyLimited,0.849811215
1352,WaterLimited,1.382488188
1353,EnergyLimited,0.831990517
1353,WaterLimited,1.303927221
1354,EnergyLimited,0.831378508
1354,WaterLimited,0.844579794
1355,EnergyLimited,0.786192865
1355,WaterLimited,1.082062447
1356,EnergyLimited,1.113609054
1356,WaterLimited,1.366919127
1357,EnergyLimited,0.851445626
1357,WaterLimited,1.320742645
1358,EnergyLimited,0.917932694
1358,WaterLimited,0.865335485
1359,EnergyLimited,0.945775565
1359,WaterLimited,1.162898343
1360,EnergyLimited,0.638313922
1360,WaterLimited,1.111014813
1361,EnergyLimited,0.520258291
1361,WaterLimited,0.703742003
1362,EnergyLimited,0.552951456
1362,WaterLimited,0.550603784
1363,EnergyLimited,0.674825483
1363,WaterLimited,0.89037723
1364,EnergyLimited,0.719077725
1364,WaterLimited,0.830348472
1365,EnergyLimited,0.71521048
1365,WaterLimited,0.396274535
1366,EnergyLimited,0.831931479
1366,WaterLimited,0.953411142
1367,EnergyLimited,0.953108118
1367,WaterLimited,0.951403202
1368,EnergyLimited,1.115110585
1368,WaterLimited,1.073437699
1369,EnergyLimited,1.1179264
1369,WaterLimited,0.828727844
1370,EnergyLimited,1.090444607
1370,WaterLimited,1.06422238
1371,EnergyLimited,0.912587489
1371,WaterLimited,0.813231289
1372,EnergyLimited,1.137525206
1372,WaterLimited,1.078596116
1373,EnergyLimited,1.058217281
1373,WaterLimited,1.052172863
1374,EnergyLimited,1.139513339
1374,WaterLimited,1.255418099
1375,EnergyLimited,0.953668561
1375,WaterLimited,0.800049774
1376,EnergyLimited,1.046350854
1376,WaterLimited,1.013855373
1377,EnergyLimited,0.67666686
1377,WaterLimited,0.266719368
1378,EnergyLimited,0.866092933
1378,WaterLimited,1.061978866
1379,EnergyLimited,0.767556365
1379,WaterLimited,0.38852742
1380,EnergyLimited,0.828053319
1380,WaterLimited,1.050078491
1381,EnergyLimited,0.967547904
1381,WaterLimited,1.009443884
1382,EnergyLimited,1.137230223
1382,WaterLimited,0.869487426
1383,EnergyLimited,1.239788059
1383,WaterLimited,1.130597772
1384,EnergyLimited,1.076265827
1384,WaterLimited,1.111335325
1385,EnergyLimited,1.199298834
1385,WaterLimited,1.188539144
1386,EnergyLimited,1.104361489
1386,WaterLimited,1.147417344
1387,EnergyLimited,1.086911773
1387,WaterLimited,0.822483825
1388,EnergyLimited,1.353673386
1388,WaterLimited,1.088401721
1389,EnergyLimited,1.148070366
1389,WaterLimited,1.087569172
1390,EnergyLimited,1.002665911
1390,WaterLimited,0.431795718
1391,EnergyLimited,1.105837951
1391,WaterLimited,0.876684037
1392,EnergyLimited,1.301858462
1392,WaterLimited,0.984042658
1393,EnergyLimited,0.998902812
1393,WaterLimited,1.18746224
1394,EnergyLimited,1.22866391
1394,WaterLimited,1.069108078
1395,EnergyLimited,1.293872179
1395,WaterLimited,1.079478524
1396,EnergyLimited,0.910509114
1396,WaterLimited,0.881675676
1397,EnergyLimited,0.953904578
1397,WaterLimited,0.968307051
1398,EnergyLimited,0.874130383
1398,WaterLimited,1.001366795
1399,EnergyLimited,0.89879298
1399,WaterLimited,1.006582061
1400,EnergyLimited,0.849018901
1400,WaterLimited,1.105159874
1401,EnergyLimited,0.837169548
1401,WaterLimited,1.048155703
1402,EnergyLimited,1.245990496
1402,WaterLimited,1.218464578
1403,EnergyLimited,1.133307653
1403,WaterLimited,1.229525597
1404,EnergyLimited,1.120743864
1404,WaterLimited,1.115304062
1405,EnergyLimited,1.179147575
1405,WaterLimited,1.141170046
1406,EnergyLimited,1.398365423
1406,WaterLimited,1.350307302
1407,EnergyLimited,1.255085674
1407,WaterLimited,0.882591719
1408,EnergyLimited,1.289670304
1408,WaterLimited,1.04784567
1409,EnergyLimited,1.405577394
1409,WaterLimited,1.155239729
1410,EnergyLimited,1.250692303
1410,WaterLimited,0.871952013
1411,EnergyLimited,1.330831946
1411,WaterLimited,1.148199944
1412,EnergyLimited,1.187413501
1412,WaterLimited,1.021576192
1413,EnergyLimited,1.154108351
1413,WaterLimited,0.949196006
1414,EnergyLimited,1.007653663
1414,WaterLimited,0.976180437
1415,EnergyLimited,1.128056463
1415,WaterLimited,1.107163749
1416,EnergyLimited,1.122834961
1416,WaterLimited,1.027160306
1417,EnergyLimited,1.438633767
1417,WaterLimited,1.237339877
1418,EnergyLimited,0.874500831
1418,WaterLimited,1.267922594
1419,EnergyLimited,1.160968226
1419,WaterLimited,1.062904112
1420,EnergyLimited,1.151945111
1420,WaterLimited,1.38319391
1421,EnergyLimited,1.13827069
1421,WaterLimited,1.110448269
1422,EnergyLimited,1.084733661
1422,WaterLimited,1.325977412
1423,EnergyLimited,1.213686487
1423,WaterLimited,1.251797818
1424,EnergyLimited,1.348810447
1424,WaterLimited,1.354334784
1425,EnergyLimited,1.083639476
1425,WaterLimited,1.056804855
1426,EnergyLimited,1.052921455
1426,WaterLimited,0.886259572
1427,EnergyLimited,1.082610706
1427,WaterLimited,1.12357616
1428,EnergyLimited,1.393546681
1428,WaterLimited,1.388492291
1429,EnergyLimited,1.348203768
1429,WaterLimited,1.112155217
1430,EnergyLimited,1.237370854
1430,WaterLimited,1.322078041
1431,EnergyLimited,1.121429408
1431,WaterLimited,1.004456985
1432,EnergyLimited,1.377765611
1432,WaterLimited,1.091232008
1433,EnergyLimited,1.295019712
1433,WaterLimited,1.032049649
1434,EnergyLimited,1.059060644
1434,WaterLimited,0.89719671
1435,EnergyLimited,1.466358447
1435,WaterLimited,1.197790927
1436,EnergyLimited,1.144727391
1436,WaterLimited,1.276546298
1437,EnergyLimited,1.235005376
1437,WaterLimited,0.958882896
1438,EnergyLimited,0.794299546
1438,WaterLimited,0.865844113
1439,EnergyLimited,0.983099384
1439,WaterLimited,1.199600576
1440,EnergyLimited,1.190273376
1440,WaterLimited,1.280462464
1441,EnergyLimited,0.921498888
1441,WaterLimited,1.204014421
1442,EnergyLimited,0.780496903
1442,WaterLimited,0.643094748
1443,EnergyLimited,0.981149168
1443,WaterLimited,1.149463833
1444,EnergyLimited,0.933895133
1444,WaterLimited,1.158303061
1445,EnergyLimited,0.967350861
1445,WaterLimited,1.118433075
1446,EnergyLimited,0.860170629
1446,WaterLimited,0.920335402
1447,EnergyLimited,1.052218026
1447,WaterLimited,1.205474253
1448,EnergyLimited,0.818965907
1448,WaterLimited,0.698598962
1449,EnergyLimited,1.073278557
1449,WaterLimited,1.066404285
1450,EnergyLimited,0.714555862
1450,WaterLimited,0.628911661
1451,EnergyLimited,0.909163063
1451,WaterLimited,1.109747068
1452,EnergyLimited,1.059250577
1452,WaterLimited,0.887635189
1453,EnergyLimited,1.026668294
1453,WaterLimited,1.093822156
1454,EnergyLimited,0.814219354
1454,WaterLimited,1.060506087
1455,EnergyLimited,0.957988525
1455,WaterLimited,1.051172755
1456,EnergyLimited,0.807643787
1456,WaterLimited,0.558770639
1457,EnergyLimited,0.900088613
1457,WaterLimited,0.499117387
1458,EnergyLimited,0.475201742
1458,WaterLimited,0.997888859
1459,EnergyLimited,0.502511616
1459,WaterLimited,1.019455539
1460,EnergyLimited,0.450483739
1460,WaterLimited,1.027381982
1461,EnergyLimited,0.641426414
1461,WaterLimited,0.852561758
1462,EnergyLimited,0.540866632
1462,WaterLimited,0.948999564
1463,EnergyLimited,0.695489886
1463,WaterLimited,1.345985289
1464,EnergyLimited,0.702448434
1464,WaterLimited,1.258121989
1465,EnergyLimited,0.671556518
1465,WaterLimited,1.00804928
1466,EnergyLimited,0.713777662
1466,WaterLimited,1.076851943
1467,EnergyLimited,0.726828427
1467,WaterLimited,1.311764205
1468,EnergyLimited,0.478530364
1468,WaterLimited,0.787231986
1469,EnergyLimited,0.743320487
1469,WaterLimited,1.174140014
1470,EnergyLimited,0.777236566
1470,WaterLimited,1.278095665
1471,EnergyLimited,0.548176669
1471,WaterLimited,1.163475215
1472,EnergyLimited,0.656270757
1472,WaterLimited,1.2040817
1473,EnergyLimited,0.492621626
1473,WaterLimited,0.972327784
1474,EnergyLimited,0.54509691
1474,WaterLimited,0.914655906
1475,EnergyLimited,0.488046174
1475,WaterLimited,0.810686282
1476,EnergyLimited,0.78271409
1476,WaterLimited,0.773677703
1477,EnergyLimited,0.767870815
1477,WaterLimited,1.169772802
1478,EnergyLimited,0.780173033
1478,WaterLimited,1.15585273
1479,EnergyLimited,0.723985138
1479,WaterLimited,0.621969588
1480,EnergyLimited,0.610616769
1480,WaterLimited,0.987969503
1481,EnergyLimited,0.982642344
1481,WaterLimited,1.317517075
1482,EnergyLimited,0.713762988
1482,WaterLimited,1.007705011
1483,EnergyLimited,0.684709475
1483,WaterLimited,1.136671131
1484,EnergyLimited,0.891619892
1484,WaterLimited,1.561910239
1485,EnergyLimited,0.955524997
1485,WaterLimited,1.2290128
1486,EnergyLimited,0.89449109
1486,WaterLimited,1.349453232
1487,EnergyLimited,0.87638343
1487,WaterLimited,1.621121878
1488,EnergyLimited,0.862995041
1488,WaterLimited,1.156474183
1489,EnergyLimited,0.884188936
1489,WaterLimited,1.430235747
1490,EnergyLimited,0.970618525
1490,WaterLimited,1.420244017
1491,EnergyLimited,0.755919941
1491,WaterLimited,1.228843077
1492,EnergyLimited,0.551455382
1492,WaterLimited,0.558255866
1493,EnergyLimited,0.750336896
1493,WaterLimited,1.089791391
1494,EnergyLimited,0.927880574
1494,WaterLimited,1.38189012
1495,EnergyLimited,0.781620142
1495,WaterLimited,1.077560485
1496,EnergyLimited,0.563895303
1496,WaterLimited,0.864101957
1497,EnergyLimited,0.480498994
1497,WaterLimited,0.103921123
1498,EnergyLimited,0.539205235
1498,WaterLimited,0.911353651
1499,EnergyLimited,0.848810341
1499,WaterLimited,0.938241192
1500,EnergyLimited,0.563971267
1500,WaterLimited,0.212913888
1501,EnergyLimited,1.006691747
1501,WaterLimited,1.120638891
1502,EnergyLimited,0.873177451
1502,WaterLimited,1.342834953
1503,EnergyLimited,1.031443683
1503,WaterLimited,1.110274269
1504,EnergyLimited,1.091638009
1504,WaterLimited,0.935802833
1505,EnergyLimited,0.833307441
1505,WaterLimited,0.832944851
1506,EnergyLimited,0.821176693
1506,WaterLimited,0.826221626
1507,EnergyLimited,0.976131934
1507,WaterLimited,0.987175953
1508,EnergyLimited,0.836948306
1508,WaterLimited,0.868431267
1509,EnergyLimited,0.9897656
1509,WaterLimited,1.019662041
1510,EnergyLimited,1.128614429
1510,WaterLimited,1.26603221
1511,EnergyLimited,0.984728693
1511,WaterLimited,1.022080068
1512,EnergyLimited,1.012512579
1512,WaterLimited,0.902570232
1513,EnergyLimited,0.94219052
1513,WaterLimited,0.830592583
1514,EnergyLimited,1.101342166
1514,WaterLimited,1.101275641
1515,EnergyLimited,0.728230658
1515,WaterLimited,0.627341369
1516,EnergyLimited,1.115005772
1516,WaterLimited,1.117863657
1517,EnergyLimited,1.191282319
1517,WaterLimited,1.184900223
1518,EnergyLimited,1.030748904
1518,WaterLimited,0.97553635
1519,EnergyLimited,1.210351481
1519,WaterLimited,0.896356709
1520,EnergyLimited,1.195914717
1520,WaterLimited,1.1445747
1521,EnergyLimited,1.056623526
1521,WaterLimited,0.571198096
1522,EnergyLimited,1.035080381
1522,WaterLimited,0.740397477
1523,EnergyLimited,0.655148165
1523,WaterLimited,0.47401786
1524,EnergyLimited,1.13931695
1524,WaterLimited,1.070526293
1525,EnergyLimited,1.160707889
1525,WaterLimited,0.968039928
1526,EnergyLimited,0.988631075
1526,WaterLimited,0.992301297
1527,EnergyLimited,1.319588833
1527,WaterLimited,0.996918896
1528,EnergyLimited,1.13651125
1528,WaterLimited,0.700492461
1529,EnergyLimited,0.989104709
1529,WaterLimited,0.732400742
1530,EnergyLimited,1.267918235
1530,WaterLimited,0.904622717
1531,EnergyLimited,1.120682373
1531,WaterLimited,0.892125524
1532,EnergyLimited,1.18519889
1532,WaterLimited,0.851325889
1533,EnergyLimited,0.773549441
1533,WaterLimited,0.617517701
1534,EnergyLimited,0.983928216
1534,WaterLimited,0.946406594
1535,EnergyLimited,1.300353634
1535,WaterLimited,1.07242031
1536,EnergyLimited,1.029578898
1536,WaterLimited,1.054127419
1537,EnergyLimited,1.230079416
1537,WaterLimited,1.041691858
1538,EnergyLimited,0.936287866
1538,WaterLimited,0.966912708
1539,EnergyLimited,1.27306088
1539,WaterLimited,1.264267035
1540,EnergyLimited,1.146550014
1540,WaterLimited,1.164741997
1541,EnergyLimited,0.816694601
1541,WaterLimited,0.52807338
1542,EnergyLimited,0.600267678
1542,WaterLimited,0.404595782
1543,EnergyLimited,0.784154284
1543,WaterLimited,0.867139587
1544,EnergyLimited,0.825621246
1544,WaterLimited,0.615140264
1545,EnergyLimited,0.885443891
1545,WaterLimited,0.631204666
1546,EnergyLimited,0.768317836
1546,WaterLimited,0.827096574
1547,EnergyLimited,0.639571212
1547,WaterLimited,0.785354431
1548,EnergyLimited,0.918230781
1548,WaterLimited,0.697679009
1549,EnergyLimited,0.791327207
1549,WaterLimited,0.912255677
1550,EnergyLimited,0.92442869
1550,WaterLimited,0.949877666
1551,EnergyLimited,0.80560849
1551,WaterLimited,0.970906033
1552,EnergyLimited,0.914916479
1552,WaterLimited,0.985270929
1553,EnergyLimited,0.913642138
1553,WaterLimited,1.129655228
1554,EnergyLimited,1.040490257
1554,WaterLimited,0.902588845
1555,EnergyLimited,1.046377934
1555,WaterLimited,0.903296818
1556,EnergyLimited,1.046138315
1556,WaterLimited,1.07221637
1557,EnergyLimited,1.150380768
1557,WaterLimited,0.973197348
1558,EnergyLimited,0.709872474
1558,WaterLimited,0.817463349
1559,EnergyLimited,0.978344446
1559,WaterLimited,0.908910743
1560,EnergyLimited,0.967045499
1560,WaterLimited,0.979873029
1561,EnergyLimited,1.005262535
1561,WaterLimited,1.172203287
1562,EnergyLimited,1.107876182
1562,WaterLimited,1.045252468
1563,EnergyLimited,0.996374263
1563,WaterLimited,1.099955008
1564,EnergyLimited,1.052568152
1564,WaterLimited,1.157647055
1565,EnergyLimited,0.875671529
1565,WaterLimited,1.08796552
1566,EnergyLimited,1.000028219
1566,WaterLimited,0.818589135
1567,EnergyLimited,1.186797271
1567,WaterLimited,1.05236125
1568,EnergyLimited,1.283292233
1568,WaterLimited,1.102666033
1569,EnergyLimited,1.111747739
1569,WaterLimited,0.965729721
1570,EnergyLimited,1.223410896
1570,WaterLimited,1.021522141
1571,EnergyLimited,1.004385642
1571,WaterLimited,0.157026031
1572,EnergyLimited,1.048290618
1572,WaterLimited,1.006942812
1573,EnergyLimited,0.813506877
1573,WaterLimited,0.817622422
1574,EnergyLimited,1.094186512
1574,WaterLimited,0.869006636
1575,EnergyLimited,1.133587487
1575,WaterLimited,0.726284324
1576,EnergyLimited,1.229108113
1576,WaterLimited,0.371356797
1577,EnergyLimited,1.059580935
1577,WaterLimited,0.793123551
1578,EnergyLimited,0.678888103
1578,WaterLimited,0.566363496
1579,EnergyLimited,0.667823144
1579,WaterLimited,0.268617599
1580,EnergyLimited,0.798296726
1580,WaterLimited,0.047190711
1581,EnergyLimited,0.990808022
1581,WaterLimited,0.970776526
1582,EnergyLimited,0.9498154
1582,WaterLimited,0.965164823
1583,EnergyLimited,1.06849086
1583,WaterLimited,0.970672692
1584,EnergyLimited,0.813784021
1584,WaterLimited,0.995196649
1585,EnergyLimited,0.755291899
1585,WaterLimited,0.527432744
1586,EnergyLimited,0.871093612
1586,WaterLimited,0.875671241
1587,EnergyLimited,0.98229908
1587,WaterLimited,0.953470519
1588,EnergyLimited,1.019413946
1588,WaterLimited,0.860318458
1589,EnergyLimited,0.839733017
1589,WaterLimited,1.082490025
1590,EnergyLimited,0.639011855
1590,WaterLimited,0.292281051
1591,EnergyLimited,0.805359615
1591,WaterLimited,0.963899459
1592,EnergyLimited,0.806528119
1592,WaterLimited,0.47330347
1593,EnergyLimited,0.921769353
1593,WaterLimited,0.85627036
1594,EnergyLimited,1.15944251
1594,WaterLimited,1.060051687
1595,EnergyLimited,0.730755079
1595,WaterLimited,0.85574025
1596,EnergyLimited,1.055971212
1596,WaterLimited,0.937498863
1597,EnergyLimited,0.978809628
1597,WaterLimited,0.867909123
1598,EnergyLimited,1.043445164
1598,WaterLimited,0.989021334
1599,EnergyLimited,0.928773542
1599,WaterLimited,0.96109572
1600,EnergyLimited,0.67731235
1600,WaterLimited,0.299219922
1601,EnergyLimited,0.673131999
1601,WaterLimited,0.862409563
1602,EnergyLimited,0.572662759
1602,WaterLimited,0.792820053
1603,EnergyLimited,1.067135789
1603,WaterLimited,0.823272997
1604,EnergyLimited,1.003497468
1604,WaterLimited,1.048941422
1605,EnergyLimited,0.716452282
1605,WaterLimited,1.081464129
1606,EnergyLimited,0.518644154
1606,WaterLimited,0.972648717
1607,EnergyLimited,0.583667791
1607,WaterLimited,0.790717377
1608,EnergyLimited,0.951930478
1608,WaterLimited,1.04082105
1609,EnergyLimited,0.75700692
1609,WaterLimited,1.098420263
1610,EnergyLimited,0.694373741
1610,WaterLimited,1.058325493
1611,EnergyLimited,0.692167494
1611,WaterLimited,1.035987901
1612,EnergyLimited,0.658827005
1612,WaterLimited,0.643817451
1613,EnergyLimited,0.670610409
1613,WaterLimited,0.612410477
1614,EnergyLimited,0.921246435
1614,WaterLimited,0.891795462
1615,EnergyLimited,0.59968709
1615,WaterLimited,1.129954557
1616,EnergyLimited,0.936283789
1616,WaterLimited,1.135990582
1617,EnergyLimited,0.897760105
1617,WaterLimited,1.309487653
1618,EnergyLimited,0.410406493
1618,WaterLimited,1.099484504
1619,EnergyLimited,0.610586642
1619,WaterLimited,0.923873722
1620,EnergyLimited,0.483317789
1620,WaterLimited,1.060190112
1621,EnergyLimited,0.770430188
1621,WaterLimited,1.011410728
1622,EnergyLimited,0.620936818
1622,WaterLimited,0.946407304
1623,EnergyLimited,0.623480102
1623,WaterLimited,1.102668097
1624,EnergyLimited,0.452482404
1624,WaterLimited,0.756299936
1625,EnergyLimited,0.856830053
1625,WaterLimited,1.184821506
1626,EnergyLimited,0.531354996
1626,WaterLimited,0.624895152
1627,EnergyLimited,0.655710664
1627,WaterLimited,0.904864118
1628,EnergyLimited,0.843526928
1628,WaterLimited,1.148283389
1629,EnergyLimited,0.975396266
1629,WaterLimited,0.918382669
1630,EnergyLimited,0.841642207
1630,WaterLimited,0.963884276
1631,EnergyLimited,0.737509003
1631,WaterLimited,0.681834503
1632,EnergyLimited,0.684869183
1632,WaterLimited,0.645995448
1633,EnergyLimited,0.894842254
1633,WaterLimited,0.960970195
1634,EnergyLimited,0.990318454
1634,WaterLimited,1.106023474
1635,EnergyLimited,0.937827442
1635,WaterLimited,1.026629186
1636,EnergyLimited,0.989917015
1636,WaterLimited,1.144997487
1637,EnergyLimited,0.997101324
1637,WaterLimited,0.961744898
1638,EnergyLimited,0.892511375
1638,WaterLimited,0.79785095
1639,EnergyLimited,0.930267419
1639,WaterLimited,1.125161264
1640,EnergyLimited,1.066459691
1640,WaterLimited,1.086055672
1641,EnergyLimited,0.56387453
1641,WaterLimited,0.817077541
1642,EnergyLimited,0.572676094
1642,WaterLimited,0.659841963
1643,EnergyLimited,0.744280324
1643,WaterLimited,1.125998168
1644,EnergyLimited,0.626948334
1644,WaterLimited,0.92462441
1645,EnergyLimited,0.634722417
1645,WaterLimited,1.015119838
1646,EnergyLimited,0.646004081
1646,WaterLimited,0.877405425
1647,EnergyLimited,0.393624152
1647,WaterLimited,0.68511707
1648,EnergyLimited,0.656308355
1648,WaterLimited,1.094069293
1649,EnergyLimited,0.656166755
1649,WaterLimited,1.236090745
1650,EnergyLimited,0.715618567
1650,WaterLimited,0.938090277
1651,EnergyLimited,0.904268739
1651,WaterLimited,1.116536292
1652,EnergyLimited,0.696722151
1652,WaterLimited,0.584174017
1653,EnergyLimited,0.776874733
1653,WaterLimited,0.750705591
1654,EnergyLimited,0.751094464
1654,WaterLimited,0.58725529
1655,EnergyLimited,0.622849672
1655,WaterLimited,0.288884611
1656,EnergyLimited,0.81975662
1656,WaterLimited,0.645908476
1657,EnergyLimited,0.857971089
1657,WaterLimited,0.823092985
1658,EnergyLimited,0.929210846
1658,WaterLimited,0.690021718
1659,EnergyLimited,1.037322905
1659,WaterLimited,0.824335261
1660,EnergyLimited,1.123506703
1660,WaterLimited,0.802209426
1661,EnergyLimited,1.227618563
1661,WaterLimited,0.991064021
1662,EnergyLimited,1.002803376
1662,WaterLimited,0.861309426
1663,EnergyLimited,0.907778785
1663,WaterLimited,0.808107013
1664,EnergyLimited,1.17816783
1664,WaterLimited,0.947497431
1665,EnergyLimited,1.127412635
1665,WaterLimited,0.635119057
1666,EnergyLimited,0.922023071
1666,WaterLimited,0.920719029
1667,EnergyLimited,0.949194708
1667,WaterLimited,0.937545406
1668,EnergyLimited,0.671646534
1668,WaterLimited,0.233403873
1669,EnergyLimited,0.676550954
1669,WaterLimited,0.62309515
1670,EnergyLimited,0.738720819
1670,WaterLimited,0.19093103
1671,EnergyLimited,0.941806307
1671,WaterLimited,0.906753922
1672,EnergyLimited,0.613945957
1672,WaterLimited,0.79101209
1673,EnergyLimited,0.729989887
1673,WaterLimited,0.796338684
1674,EnergyLimited,0.742589559
1674,WaterLimited,0.84097512
1675,EnergyLimited,0.529982163
1675,WaterLimited,0.684703828
1676,EnergyLimited,0.674028669
1676,WaterLimited,0.632291716
1677,EnergyLimited,0.500962372
1677,WaterLimited,0.771395983
1678,EnergyLimited,0.727508455
1678,WaterLimited,0.853606327
1679,EnergyLimited,0.717213265
1679,WaterLimited,0.951119767
1680,EnergyLimited,0.77500901
1680,WaterLimited,0.964685733
1681,EnergyLimited,0.190058051
1681,WaterLimited,0.648711554
1682,EnergyLimited,0.811693397
1682,WaterLimited,1.034292157
1683,EnergyLimited,0.777269314
1683,WaterLimited,0.998583466
1684,EnergyLimited,0.884675926
1684,WaterLimited,0.416186842
1685,EnergyLimited,0.767639804
1685,WaterLimited,0.707152024
1686,EnergyLimited,0.604850422
1686,WaterLimited,0.383099258
1687,EnergyLimited,0.779041056
1687,WaterLimited,0.816004643
1688,EnergyLimited,0.756478977
1688,WaterLimited,0.899555553
1689,EnergyLimited,0.905694922
1689,WaterLimited,0.703088647
1690,EnergyLimited,0.739325537
1690,WaterLimited,0.530014055
1691,EnergyLimited,0.986824745
1691,WaterLimited,0.840212314
1692,EnergyLimited,0.869386849
1692,WaterLimited,0.808653874
1693,EnergyLimited,1.021743088
1693,WaterLimited,0.877290048
1694,EnergyLimited,1.034554132
1694,WaterLimited,0.944209117
1695,EnergyLimited,1.095649114
1695,WaterLimited,1.007585818
1696,EnergyLimited,0.708264468
1696,WaterLimited,0.896853357
1697,EnergyLimited,0.887711331
1697,WaterLimited,0.883173119
1698,EnergyLimited,0.964593163
1698,WaterLimited,0.892230944
1699,EnergyLimited,0.699803301
1699,WaterLimited,0.564258607
1700,EnergyLimited,0.652402066
1700,WaterLimited,1.110867415
1701,EnergyLimited,0.774948986
1701,WaterLimited,0.772067552
1702,EnergyLimited,0.676493221
1702,WaterLimited,0.968792789
1703,EnergyLimited,0.412795998
1703,WaterLimited,0.630634091
1704,EnergyLimited,0.474934838
1704,WaterLimited,0.76569371
1705,EnergyLimited,0.357572533
1705,WaterLimited,1.020421043
1706,EnergyLimited,0.638470511
1706,WaterLimited,1.040896586
1707,EnergyLimited,0.578588799
1707,WaterLimited,0.493262148
1708,EnergyLimited,0.425130419
1708,WaterLimited,0.623248067
1709,EnergyLimited,0.747169465
1709,WaterLimited,0.866824805
1710,EnergyLimited,0.685016557
1710,WaterLimited,1.014571221
1711,EnergyLimited,0.642268475
1711,WaterLimited,0.880667261
1712,EnergyLimited,0.801950548
1712,WaterLimited,1.022730077
1713,EnergyLimited,0.869047753
1713,WaterLimited,0.841849669
1714,EnergyLimited,0.696150167
1714,WaterLimited,0.914936132
1715,EnergyLimited,0.862137667
1715,WaterLimited,0.930113484
1716,EnergyLimited,0.730967262
1716,WaterLimited,0.843747833
1717,EnergyLimited,0.814179962
1717,WaterLimited,0.979520382
1718,EnergyLimited,0.974509811
1718,WaterLimited,1.104427621
1719,EnergyLimited,0.79830087
1719,WaterLimited,1.161612189
1720,EnergyLimited,0.92313356
1720,WaterLimited,1.253249727
1721,EnergyLimited,1.09566423
1721,WaterLimited,1.298807151
1722,EnergyLimited,1.024322053
1722,WaterLimited,0.969523591
1723,EnergyLimited,0.891759919
1723,WaterLimited,0.974503175
1724,EnergyLimited,1.244444848
1724,WaterLimited,1.071076036
1725,EnergyLimited,0.936360995
1725,WaterLimited,1.257917916
1726,EnergyLimited,0.762606716
1726,WaterLimited,1.386250519
1727,EnergyLimited,0.948147075
1727,WaterLimited,1.424818603
1728,EnergyLimited,0.903923438
1728,WaterLimited,1.351794945
1729,EnergyLimited,1.030447588
1729,WaterLimited,0.763968035
1730,EnergyLimited,1.113170406
1730,WaterLimited,1.199903165
1731,EnergyLimited,0.8155427
1731,WaterLimited,0.958208633
1732,EnergyLimited,1.07785876
1732,WaterLimited,1.073080497
1733,EnergyLimited,0.632348062
1733,WaterLimited,0.742923097
1734,EnergyLimited,1.006672228
1734,WaterLimited,1.055342454
1735,EnergyLimited,0.760380198
1735,WaterLimited,0.285869778
1736,EnergyLimited,1.054452566
1736,WaterLimited,0.981777754
1737,EnergyLimited,1.135231222
1737,WaterLimited,0.56309828
1738,EnergyLimited,1.089143646
1738,WaterLimited,0.743855121
1739,EnergyLimited,1.010322022
1739,WaterLimited,0.68801615
1740,EnergyLimited,1.105680949
1740,WaterLimited,0.872496223
1741,EnergyLimited,1.386590054
1741,WaterLimited,1.238379529
1742,EnergyLimited,1.050024001
1742,WaterLimited,1.00122394
1743,EnergyLimited,1.239454605
1743,WaterLimited,1.269700414
1744,EnergyLimited,1.126807427
1744,WaterLimited,1.23074711
1745,EnergyLimited,1.034306969
1745,WaterLimited,1.096372999
1746,EnergyLimited,0.98711387
1746,WaterLimited,1.281345322
1747,EnergyLimited,1.073309816
1747,WaterLimited,1.336592967
1748,EnergyLimited,1.168197828
1748,WaterLimited,0.944462612
1749,EnergyLimited,0.972236052
1749,WaterLimited,1.024200932
1750,EnergyLimited,1.016545412
1750,WaterLimited,1.177500649
1751,EnergyLimited,1.23270395
1751,WaterLimited,1.220553993
1752,EnergyLimited,0.841552597
1752,WaterLimited,0.856594738
1753,EnergyLimited,0.55161347
1753,WaterLimited,0.466585796
1754,EnergyLimited,0.95209713
1754,WaterLimited,0.828612272
1755,EnergyLimited,0.822710047
